Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
bdi01_17,bdi01,,radio,17. Irritability,"0, I am not more irritable than usual. |1, I am more irritable than usual. |2, I am much more irritable than usual. |3, I am irritable all the time.",,,,,,,y,,,,,
bdi01_18,bdi01,,radio,18. Changes in Appetite,"0, I have not experienced any change in my appetite.|1, My appetite is somewhat less than usual. |2, My appetite is somewhat greater than usual. |3, My appetite is much less than before. |4, My appetite is much greater than usual. |5, I have no appetite at all. |6, I crave food all the time.",,,,,,,y,,,,,
bdi01_19,bdi01,,radio,19. Concentration Difficulty,"0, I can concentrate as well as ever. |1, I can't concentrate as well as usual. |2, It's hard to keep my mind on anything for very long. |3, I find I can't concentrate on anything.",,,,,,,y,,,,,
bdi01_20,bdi01,,radio,20. Tiredness or Fatigue,"0, I am no more tired or fatigued than usual. |1, I get more tired or fatigued more easily than usual. |2, I am too tired or fatigued to do a lot of the things I used to do. |3, I am too tired or fatigued to do most of the things I used to do.",,,,,,,y,,,,,
bdi01_21,bdi01,,radio,21. Loss of Interest in Sex,"0, I have not noticed any recent change in my interest in sex. |1, I am less interested in sex than I used to be. |2, I am much less interested in sex now. |3, I have lost interest in sex completely.",,,,,,,y,,,,,
rrs01_rrs_0_preamble,rrs01,,descriptive,"Below are a list of statements. Please indicate whether you almost never, sometimes, often, or almost always think or do each one when you feel down, sad, or depressed. Please indicate what you generally do, not what you think you should do.",,,,,,,,,,,,,
rrs01_rrs_1,rrs01,,radio,Think about how alone you feel,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_2,rrs01,,radio,"Think, I won't be able to do my job if I don't snap out of this","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_3,rrs01,,radio,Think about your feelings of fatigue and achiness,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_4,rrs01,,radio,Think about how hard it is to concentrate/ I think about how hard it is to concentrate,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_5,rrs01,,radio,"Think, What am I doing to deserve this?/ I think What am I doing to deserve this?","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_6,rrs01,,radio,Think about how passive and unmotivated you feel./ I think about how I don't want to do anything,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_7,rrs01,,radio,Analyze recent events to try to understand why you are depressed/ I analyze what's happened recently to try to understand why I am so upset,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_8,rrs01,,radio,Think about how you don't seem to feel anything anymore/ I think about how I don't seem to feel anything any more,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_9,rrs01,,radio,"Think, Why can't I get going?/ I think Why can't I get going?","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_10,rrs01,,radio,"Think, Why do I always react this way?/ I think Why do I always react this way?","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_11,rrs01,,radio,Go away by yourself and think about why you feel this way/ I go away by myself and think about why I feel this way,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_12,rrs01,,radio,Write down what you are thinking about and analyze it/ I write down what I am thinking about and analyze it,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_13,rrs01,,radio,"Think about a recent situation, wishing it had gone better/ I think about something that's happened recently, wishing it had gone better","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_14,rrs01,,radio,"Think, I won't be able to concentrate if I keep feeling this way./ I think I won't be able to concentrate if I keep feeling this way.","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_15,rrs01,,radio,"Think, Why do I have problems other people don't have?/ I think Why do I have problems other kids don't have?","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_16,rrs01,,radio,"Think, Why can't I handle things better?/ I think Why can't I handle things better?","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_17,rrs01,,radio,Think about how sad you feel./ I think about how upset I feel,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_18,rrs01,,radio,"Think about all your shortcomings, failings, faults, mistakes/ I think about all my shortcomings, failings, faults, mistakes","1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_19,rrs01,,radio,Think about how you don't feel up to doing anything/ I think about how I don't feel up to doing anything,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_20,rrs01,,radio,Analyze your personality to try to understand why you are depressed/ I analyze myself to understand why I am upset,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_21,rrs01,,radio,Go someplace alone to think about your feelings/ I go someplace alone to think about my feelings...,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
rrs01_rrs_22,rrs01,,radio,Think about how angry you are with yourself/ I think about how angry I am with myself,"1, Almost never | 2, Sometimes | 3, Often | 4, Almost always",,,,,,,y,,,,,
qids01_vsoin_preamble,qids01,,descriptive,Check the one response to each item that best describes for you the past seven days.,,,,,,,,,,,,,
qids01_vsoin,qids01,,radio,Falling Asleep:,"1, I never take longer than 30 minutes to fall asleep | 2, I take at least 30 minutes to fall asleep less than half the time | 3, I take at least 30 minutes to fall asleep more than half the time | 4, I take more than 60 minutes to fall asleep more than half the time",,,,,,,y,,,,,
qids01_vmnin,qids01,,radio,Sleep During the Night:,"1, I do not wake up at night | 2, I have a restless light sleep with few awakenings | 3, I wake up at least once a night but go back to sleep easily | 4, I awaken more than once a night and stay awake for 20 minutes or more more than half the time",,,,,,,y,,,,,
qids01_vemin,qids01,,radio,Waking Up Too Early:,"1, Most of the time, I awaken no more than 30 minutes before necessary | 2, More than half the time, I awaken more than 30 minutes before I need to get up | 3, I almost always awaken at least 1 hour or so before I need to get up | 4, I awaken at least 1 hour before I need to, and can't go back to sleep",,,,,,,y,,,,,
qids01_vhysm,qids01,,radio,Sleeping Too Much:,"1, I sleep no longer than 7-8 hours/night without napping during the day | 2, I sleep no longer than 10 hours in a 24-hour period including naps | 3, I sleep no longer than 12 hours in a 24-hour period including naps | 4, I sleep longer than 12 hours in a 24-hour period including naps",,,,,,,y,,,,,
qids01_vmdsd,qids01,,radio,Feeling Sad:,"1, I do not feel sad | 2, I feel sad less than half the time | 3, I feel more than half the time | 4, I feel sad nearly all of the time",,,,,,,y,,,,,
qids01_vapdc,qids01,,radio,Decreased Appetite:,"1, There is no change from my usual appetite | 2, I eat somewhat less often or lesser amounts than usual | 3, I eat much less than usual and only with personal effort | 4, I rarely eat within a 24-hour period, and only with extreme personal effort or when others persuade me to eat",,,,,,,y,,,,,
qids01_vapin,qids01,,radio,Increased Appetite:,"1, There is no change from my usual appetite | 2, I feel a need to eat more frequently than usual | 3, I regularly eat more often and/or greater amounts of food than usual | 4, I feel driven to overeat both at mealtime and between meals",,,,,,,y,,,,,
qids01_vwtdc,qids01,,radio,Decreased Weight:,"1, I have not had a change in my weight | 2, I feels as if I've had a slight weight loss | 3, I have lost 2 pounds or more | 4, I have lost 5 pounds or more",,,,,,,y,,,,,
qids01_vwtin,qids01,,radio,Increased Weight:,"1, I have not had a change in my weight | 2, I feel as if I've had a slight weight gain | 3, I have gained 2 pounds or more | 4, I have gained 5 pounds or more",,,,,,,y,,,,,
qids01_vcntr,qids01,,radio,Concentration/Decision Making:,"1, There is no change in my usual capacity to concentrate or make decisions | 2, I occasionally feel indecisive or find that my attention wanders | 3, Most of the time, I struggle to focus my attention or make decisions | 4, I cannot concentrate well enough to read or cannot make even minor decisions",,,,,,,y,,,,,
qids01_vvwsf,qids01,,radio,View of Myself:,"1, I see myself as equally worthwhile and deserving as other people | 2, I am more self-blaming than usual | 3, I largely believes that I cause problems for others | 4, I think almost constantly about major and minor defects in myself",,,,,,,y,,,,,
qids01_vsuic,qids01,,radio,Thoughts of Death or Suicide:,"1, I do not think of suicide or death | 2, I feel that life is empty or wonder if it's worth living | 3, I think of suicide or death several times a week for several minutes | 4, I think of suicide or death several times a day in some detail, or I have made specific plans for suicide or have actually tried to take my life",,,,,,,y,,,,,
qids01_vintr,qids01,,radio,General Interest:,"1, There is no change from usual in how interested I am in other people or activities | 2, I notice that I am less interested in people or activities | 3, I find I have interest in only one or two of my formerly pursued activities | 4, I have virtually no interest in formerly pursued activities",,,,,,,y,,,,,
qids01_vengy,qids01,,radio,Energy Level:,"1, There is no change in my usual level of energy | 2, I get tired more easily than usual | 3, I have to make a big effort to start or finish my usual daily activities (for example, shopping, homework, cooking, or going to work) | 4, I really cannot carry out most of my usual daily activities because I just don't have the energy",,,,,,,y,,,,,
qids01_vslow,qids01,,radio,Feeling Slowed Down:,"1, I think, speak, and move at my usual rate of speed. | 2, I find that my thinking is slowed down or my voice sounds dull or flat | 3, It takes me several seconds to respond to most questions, and I'm sure my thinking is slowed | 4, I am often unable to respond to questions without extreme effort",,,,,,,y,,,,,
qids01_vagit,qids01,,radio,Feeling Restless:,"1, I do not feel restless | 2, I'm often fidgety, wringing my hands, or need to shift how I am sitting | 3, I have impulses to move about and am quite restless | 4, At times, I am unable to stay seated and need to pace around",,,,,,,y,,,,,
who01_who_b0_preamble,who01,,descriptive,"In the past 30 days, how much difficulty did you have in:",,,,,,,,,,,,,
who01_who_b1,who01,,radio,Difficulty standing for long periods such as 30 minutes,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_e1,who01,,radio,Difficulty taking care of your household responsibilities,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_a4,who01,,radio,"Difficulty learning a new task, for example, learning how to get to a new place","1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_g1,who01,,radio,"How much of a problem did you have in joining a community activities (ex: festivities, religious or other activities) in the same way as anyone else can?","1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_g5,who01,,radio,How much have you been emotionally affected by your health condition?,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_a1,who01,,radio,Difficulty concentrating on doing something for ten minutes,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_b5,who01,,radio,Difficulty walking a long distance such as half a mile,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_c1,who01,,radio,Difficulty washing your whole body,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_c2,who01,,radio,Difficulty getting dressed,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_d1,who01,,radio,Difficulty dealing with people you do not know,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_d2,who01,,radio,Difficulty maintaining a friendship,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
who01_who_f1,who01,,radio,Difficulty in your day-to-day work/school,"1, None | 2, Mild | 3, Moderate | 4, Severe | 5, Extreme",,,,,,,y,,,,,
dass01_dass_0_preamble,dass01,,descriptive,"Please read each statement and select a number 1, 2, 3 or 4 which indicates how much the statement applied to you over the past week. There are no right or wrong answers. Do not spend too much time on any statement.",,,,,,,,,,,,,
dass01_dass_1,dass01,,radio,I found it hard to wind down,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_2,dass01,,radio,I was aware of dryness of my mouth,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_3,dass01,,radio,"I experienced breathing difficulty (eg, excessively rapid breathing,breathlessness in the absence of physical exertion)","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_4,dass01,,radio,I tended to over-react to situations,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_5,dass01,,radio,"I experienced trembling (eg, in the hands)","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_6,dass01,,radio,I felt that I was using a lot of nervous energy,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_7,dass01,,radio,I was worried about situations in which I might panic and make a fool of myself,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_8,dass01,,radio,I found myself getting agitated,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_9,dass01,,radio,I found it difficult to relax,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_10,dass01,,radio,I was intolerant of anything that kept me from getting on with what I was doing,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_11,dass01,,radio,I found myself getting upset rather easily,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_12,dass01,,radio,I felt I was close to panic,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_13,dass01,,radio,I felt that I was rather touchy,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_14,dass01,,radio,"I was aware of the action of my heart in the absence of physical exertion (eg, sense of heart rate increase, heart missing a beat)","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_15,dass01,,radio,I felt scared without any good reason,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_16,dass01,,radio,I found myself getting upset by quite trivial things,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_17,dass01,,radio,I couldn't seem to experience any positive feeling at all,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_18,dass01,,radio,I just couldn't seem to get going,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_19,dass01,,radio,"I had a feeling of shakiness (eg, legs going to give way)","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_20,dass01,,radio,I found myself in situations that made me so anxious I was most relieved when they ended,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_21,dass01,,radio,I felt that I had nothing to look forward to,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_22,dass01,,radio,I felt sad and depressed,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_23,dass01,,radio,I had difficulty in swallowing,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_24,dass01,,radio,"I found myself getting impatient when I was delayed in any way (eg, lifts, traffic lights, being kept waiting)","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_25,dass01,,radio,I had a feeling of faintness,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_26,dass01,,radio,I felt that I had lost interest in just about everything,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_27,dass01,,radio,I felt I wasn't worth much as a person,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_28,dass01,,radio,"I perspired noticeably (eg, hands sweaty) in the absence of high temperatures or physical exertion","1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_29,dass01,,radio,I found it hard to calm down after something upset me,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_30,dass01,,radio,I felt that life wasn't worthwhile,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_31,dass01,,radio,I couldn't seem to get any enjoyment out of the things I did,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_32,dass01,,radio,I felt down-hearted and blue,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_33,dass01,,radio,I found that I was very irritable,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_34,dass01,,radio,I feared that I would be thrown by some trivial but unfamiliar task,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_35,dass01,,radio,I was unable to become enthusiastic about anything,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_36,dass01,,radio,I found it difficult to tolerate interruptions to what I was doing,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_37,dass01,,radio,I was in a state of nervous tension,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_38,dass01,,radio,I felt I was pretty worthless,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_39,dass01,,radio,I felt terrified,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_40,dass01,,radio,I could see nothing in the future to be hopeful about,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_41,dass01,,radio,I felt that life was meaningless,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
dass01_dass_42,dass01,,radio,I found it difficult to work up the initiative to do things,"1, Did not apply to me at all - NEVER | 2, Applied to me to some degree, or some of the time - SOMTIMES | 3, Applied to me a considerable degree, or a good part of the time - OFTEN | 4, Applied to me very much, or most of the time - ALMOST ALWAYS",,,,,,,y,,,,,
briefcope01_bc_0_preamble,briefcope01,,descriptive,The following questions ask how you have sought to cope with a hardship in your life. Read the statements and indicate how much you have been using each coping style.,,,,,,,,,,,,,
briefcope01_bc_1,briefcope01,,radio,I've been turning to work or other activities to take my mind off things.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_2,briefcope01,,radio,I've been concentrating my efforts on doing something about the situation I'm in.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_3,briefcope01,,radio,I've been saying to myself this isn't real..,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_4,briefcope01,,radio,I've been using alcohol or other drugs to make myself feel better.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_5,briefcope01,,radio,I've been getting emotional support from others.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_6,briefcope01,,radio,I've been giving up trying to deal with it.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_7,briefcope01,,radio,I've been taking action to try to make the situation better.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_8,briefcope01,,radio,I've been refusing to believe that it has happened.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_9,briefcope01,,radio,I've been saying things to let my unpleasant feelings escape.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_10,briefcope01,,radio,I've been getting help and advice from other people.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_11,briefcope01,,radio,I've been using alcohol or other drugs to help me get through it.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_12,briefcope01,,radio,"I've been trying to see it in a different light, to make it seem more positive.","1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_13,briefcope01,,radio,I've been criticizing myself.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
